ConsumptionID,AccountNum,NoOfUnits,SmartMeterPerc,entrant,Date
8689,19307,700.37,0,0,07/07/2016
8690,19306,674.38,0,0,07/07/2016
8691,19305,1021.58,0.2,0,07/07/2016
8692,19304,773.05,0,0,07/07/2016
8693,19303,969.13,0.2,0,07/07/2016
8694,19302,580.33,0.5,0,07/07/2016
8695,19301,751.24,0,0,07/07/2016
8696,19300,835.06,0,0,07/07/2016
8697,19299,984.48,0,0,07/07/2016
8698,19298,900.96,0,0,07/07/2016
8699,19297,701.95,0.4,0,07/07/2016
8700,19296,719.2,0,0,07/07/2016
8701,19295,742.02,0,0,07/07/2016
8702,19294,776.74,0.17,0,07/07/2016
8703,19293,651.79,0,0,07/07/2016
8704,19292,824.89,0.1,0,07/07/2016
8705,19291,638.39,0,0,07/07/2016
8706,19290,1076.14,0,0,07/07/2016
8707,19289,579.55,0,0,07/07/2016
8708,19288,777.33,0,0,07/07/2016
8709,19287,549.85,0,0,07/07/2016
8710,19286,764.09,0.6,0,07/07/2016
8711,19285,879.51,0,0,07/07/2016
8712,19284,671.88,0,0,07/07/2016
8713,19283,887.91,0,0,07/07/2016
8714,19282,699.8,0,0,07/07/2016
8715,16774,850.87,0.4,0,07/07/2016
8716,16773,946.74,0.4,0,07/07/2016
8717,16772,549.72,0,0,07/07/2016
8718,16771,755.03,0.4,0,07/07/2016
8719,16770,828.63,0,0,07/07/2016
8720,16769,323.95,0,0,07/07/2016
8721,16768,683.29,0.45,0,07/07/2016
8722,16767,557.23,0,0,07/07/2016
8723,16766,683.02,0,0,07/07/2016
8724,16765,840.2,0,0,07/07/2016
8725,16764,970.75,0.1,0,07/07/2016
8726,16763,929.79,0.07,0,07/07/2016
8727,16762,692.13,0,0,07/07/2016
8728,16761,878.83,0,0,07/07/2016
8729,16760,572.78,0.6,0,07/07/2016
8730,16759,840.06,0.07,0,07/07/2016
8731,16758,765.99,0.1,0,07/07/2016
8732,16757,627.91,0,0,07/07/2016
8733,16756,884.14,0,0,07/07/2016
8734,16755,776.99,0,0,07/07/2016
8735,16754,567.36,0,0,07/07/2016
8736,16753,870.71,0,0,07/07/2016
8737,16752,1177.7,0,0,07/07/2016
8738,16751,950.5,0,0,07/07/2016
8739,16750,817.61,0,0,07/07/2016
8740,16749,658.86,0,0,07/07/2016
8741,16748,764.33,0,0,07/07/2016
8742,16747,1005.38,0.5,0,07/07/2016
8743,16746,968.28,0.3,0,07/07/2016
8744,16745,800.96,0,0,07/07/2016
8745,16744,564.17,0.1,0,07/07/2016
8746,16743,752.39,0.2,0,07/07/2016
8747,16742,771.59,0,0,07/07/2016
8748,16741,1069.32,0,0,07/07/2016
8749,16740,836.5,0,0,07/07/2016
8750,16739,934.82,0.4,0,07/07/2016
8751,16738,760.75,0.2,0,07/07/2016
8752,16737,665.07,0,0,07/07/2016
8753,16736,704.72,0,0,07/07/2016
8754,16735,1058.32,0,0,07/07/2016
8755,16734,883.45,0,0,07/07/2016
8756,16733,626.75,0,0,07/07/2016
8757,16732,635.28,0,0,07/07/2016
8758,16731,574.3,0.17,0,07/07/2016
8759,16730,813.06,0.2,0,07/07/2016
8760,16729,911.98,0,0,07/07/2016
8761,16728,880.15,0.2,0,07/07/2016
8762,16727,931.86,0,0,07/07/2016
8763,16726,809.69,0,0,07/07/2016
8764,16725,786.46,0,0,07/07/2016
8765,16724,801.48,0,0,07/07/2016
8766,16723,748.04,0,0,07/07/2016
8767,16722,670.5,0,0,07/07/2016
8768,16721,548.96,0,0,07/07/2016
8769,16720,569.94,0,0,07/07/2016
8770,16719,731.05,0.7,0,07/07/2016
8771,16718,1035.94,0.4,0,07/07/2016
8772,16717,799.66,0.1,0,07/07/2016
8773,16716,843.85,0.3,0,07/07/2016
8774,16715,928.7,0.2,0,07/07/2016
8775,16714,856.5,0,0,07/07/2016
8776,16713,767.79,0.1,0,07/07/2016
8777,16712,996.66,0,0,07/07/2016
8778,16711,795.46,0,0,07/07/2016
8779,16710,678.47,0,0,07/07/2016
8780,16709,861.31,0.1,0,07/07/2016
8781,16708,819.68,0,0,07/07/2016
8782,16707,766.53,0,0,07/07/2016
8783,16706,834.13,0,0,07/07/2016
8784,16705,618.91,0.1,0,07/07/2016
8785,16704,942.95,0,0,07/07/2016
8786,16703,1002.71,0,0,07/07/2016
8787,16702,834.85,0,0,07/07/2016
8788,16701,868.06,0,0,07/07/2016
8789,16700,684.37,0,0,07/07/2016
8790,16699,691.12,0,0,07/07/2016
8791,16698,801.12,0.1,0,07/07/2016
8792,16697,825.89,0.2,0,07/07/2016
8793,16696,606.3,0,0,07/07/2016
8794,16695,1046.44,0.2,0,07/07/2016
8795,16694,550.83,0,0,07/07/2016
8796,16693,670.35,0.7,0,07/07/2016
8797,16692,800.93,0.3,0,07/07/2016
8798,16691,881.87,0.4,0,07/07/2016
8799,16690,772.83,0,0,07/07/2016
8800,16689,730.49,0,0,07/07/2016
8801,16688,844.57,0,0,07/07/2016
8802,16687,737.62,0,0,07/07/2016
8803,16686,643.98,0.25,0,07/07/2016
8804,16685,587.1,0,0,07/07/2016
8805,16684,681.31,0,0,07/07/2016
8806,16683,857.96,0,0,07/07/2016
8807,16682,792.56,0.002,0,07/07/2016
8808,16681,938.51,0,0,07/07/2016
8809,16680,865.67,0.1,0,07/07/2016
8810,16679,1087.35,0.4,0,07/07/2016
8811,16678,669.97,0,0,07/07/2016
8812,16677,635.28,0,0,07/07/2016
8813,16676,608.51,0,0,07/07/2016
8814,16675,937.63,0.2,0,07/07/2016
8815,16674,904.92,0.4,0,07/07/2016
8816,16673,788.73,0,0,07/07/2016
8817,16672,939.97,0,0,07/07/2016
8818,16671,895.91,0,0,07/07/2016
8819,16670,690.85,0.5,0,07/07/2016
8820,16669,888.32,0,0,07/07/2016
8821,16668,549.95,0,0,07/07/2016
8822,16667,1046.68,0.6,0,07/07/2016
8823,16666,869.29,0,0,07/07/2016
8824,16665,927.71,0.7,0,07/07/2016
8825,16664,1102.5,0.25,0,07/07/2016
8826,16663,1031.06,0,0,07/07/2016
8827,16662,769.77,0,0,07/07/2016
8828,16661,658.94,0,0,07/07/2016
8829,16660,660.55,0,0,07/07/2016
8830,16659,664.49,0,0,07/07/2016
8831,16658,701.3,0.37,0,07/07/2016
8832,16657,963.07,0.6,0,07/07/2016
8833,16656,993.23,0.6,0,07/07/2016
8834,16655,974.28,0.002,0,07/07/2016
8835,16654,731.11,0.3,0,07/07/2016
8836,16653,862.33,0.002,0,07/07/2016
8837,16652,708.64,0,0,07/07/2016
8838,16651,612.54,0.1,0,07/07/2016
8839,16650,840.81,0.15,0,07/07/2016
8840,10041,680.57,0,0,07/07/2016
8841,6268,790.51,0.4,0,07/07/2016
8842,6636,979.89,0,0,07/07/2016
8843,7468,972.95,0,0,07/07/2016
8844,10588,676.98,0,0,07/07/2016
8845,6280,581.22,0,0,07/07/2016
8846,1989,1166.71,0,0,07/07/2016
8847,633,924.17,0,0,07/07/2016
8848,146,996.35,0.4,0,07/07/2016
8849,10013,1097.89,0.35,0,07/07/2016
8850,12223,548.8,0,0,07/07/2016
8851,4497,981.26,0,0,07/07/2016
8852,1575,904.53,0,0,07/07/2016
8853,5820,835.05,0,0,07/07/2016
8854,8608,786.93,0,0,07/07/2016
8855,3104,1185.36,0.15,0,07/07/2016
8856,6408,534.15,0.2,0,07/07/2016
8857,2431,700.94,0,0,07/07/2016
8858,6497,662.82,0.1,0,07/07/2016
8859,716,860.15,0,0,07/07/2016
8860,7393,709.59,0,0,07/07/2016
8861,3405,843.85,0.2,0,07/07/2016
8862,3150,948.47,0,0,07/07/2016
8863,7687,750.79,0.15,0,07/07/2016
8864,2324,571.3,0,0,07/07/2016
8865,4594,942.5,0,0,07/07/2016
8866,1171,560.7,0,0,07/07/2016
8867,2851,701.89,0.002,0,07/07/2016
8868,223,1074.9,0,0,07/07/2016
8869,9189,892.85,0.2,0,07/07/2016
8870,6827,848.04,0.2,0,07/07/2016
8871,6944,749.44,0,0,07/07/2016
8872,2924,754.59,0,0,07/07/2016
8873,3546,821.37,0.15,0,07/07/2016
8874,9082,916.95,0,0,07/07/2016
8875,11782,898.26,0,0,07/07/2016
8876,8511,593.12,0.15,0,07/07/2016
8877,14170,752.36,0,0,07/07/2016
8878,10366,742.57,0,0,07/07/2016
8879,5576,952.99,0.4,0,07/07/2016
8880,412,761.44,0.2,0,07/07/2016
8881,8697,861.32,0,0,07/07/2016
8882,12713,731.61,0,0,07/07/2016
8883,13383,837.24,0,0,07/07/2016
8884,14684,679.04,0,0,07/07/2016
8885,13112,1044.65,0.4,0,07/07/2016
8886,13238,713.9,0,0,07/07/2016
8887,13236,734.43,0,0,07/07/2016
8888,13394,742.69,0,0,07/07/2016
8889,14531,924.04,0.7,0,07/07/2016
8890,13031,776.62,0,0,07/07/2016
8891,13264,990.59,0.2,0,07/07/2016
8892,14299,870.61,0.7,0,07/07/2016
8893,13029,747.02,0,0,07/07/2016
8894,13496,699.01,0.4,0,07/07/2016
8895,13370,932.84,0,0,07/07/2016
8896,13208,573.69,0,0,07/07/2016
8897,14297,901.33,0.4,0,07/07/2016
8898,1673,902.07,0.002,0,07/07/2016
8899,450,686.59,0.2,0,07/07/2016
8900,3605,860.28,0,0,07/07/2016
8901,6980,859.83,0.1,0,07/07/2016
8902,2927,773.65,0.3,0,07/07/2016
8903,9876,808.93,0.6,0,07/07/2016
8904,11784,890.69,0,0,07/07/2016
8905,5447,765.32,0,0,07/07/2016
8906,8380,657.97,0.1,0,07/07/2016
8907,5456,816.77,0,0,07/07/2016
8908,13933,988.62,0,0,07/07/2016
8909,14717,733.55,0,0,07/07/2016
8910,10492,682.75,0,0,07/07/2016
8911,13986,1009.31,0,0,07/07/2016
8912,11288,764.79,0,0,07/07/2016
8913,127,643.52,0,0,07/07/2016
8914,5256,554.38,0,0,07/07/2016
8915,9818,823.05,0,0,07/07/2016
8916,4354,640.25,0.002,0,07/07/2016
8917,11848,689.76,0,0,07/07/2016
8918,4631,813.69,0.1,0,07/07/2016
8919,12432,821.69,0,0,07/07/2016
8920,11327,664.68,0.17,0,07/07/2016
8921,7576,1054.58,0.2,0,07/07/2016
8922,9091,1042.81,0,0,07/07/2016
8923,4366,929.46,0.2,0,07/07/2016
8924,5382,673.08,0.5,0,07/07/2016
8925,10057,713.62,0.3,0,07/07/2016
8926,6611,704.72,0,0,07/07/2016
8927,10863,794.74,0.4,0,07/07/2016
8928,10208,829.78,0,0,07/07/2016
8929,19,953.19,0,0,07/07/2016
8930,14748,585.55,0.07,0,07/07/2016
8931,6426,633.97,0.002,0,07/07/2016
8932,6411,820.54,0.5,0,07/07/2016
8933,10121,750.39,0.2,0,07/07/2016
8934,13639,672.37,0.1,0,07/07/2016
8935,3738,685.43,0.17,0,07/07/2016
8936,1294,662.29,0.15,0,07/07/2016
8937,12117,725.53,0.1,0,07/07/2016
8938,823,878.69,0.2,0,07/07/2016
8939,6316,898.5,0,0,07/07/2016
8940,9349,893.27,0.1,0,07/07/2016
8941,11423,533.3,0,0,07/07/2016
8942,11395,518.49,0.3,0,07/07/2016
8943,11034,794.89,0.1,0,07/07/2016
8944,4238,711.53,0,0,07/07/2016
8945,14742,1010.55,0,0,07/07/2016
8946,471,845.12,0.2,0,07/07/2016
8947,10992,714.65,0,0,07/07/2016
8948,2881,704.64,0.2,0,07/07/2016
8949,2379,690.69,0,0,07/07/2016
8950,7531,704.75,0.7,0,07/07/2016
8951,6233,873.04,0.1,0,07/07/2016
8952,11153,862.83,0,0,07/07/2016
8953,5091,534.35,0.1,0,07/07/2016
8954,6255,666.23,0,0,07/07/2016
8955,1399,780.66,0,0,07/07/2016
8956,9251,700.32,0,0,07/07/2016
8957,12370,388.17,0,0,07/07/2016
8958,13702,637.24,0,0,07/07/2016
8959,13990,868.51,0.4,0,07/07/2016
8960,1516,956.49,0,0,07/07/2016
8961,7158,613.67,0.07,0,07/07/2016
8962,9556,556.77,0,0,07/07/2016
8963,275,719.97,0.1,0,07/07/2016
8964,6010,722.55,0.4,0,07/07/2016
8965,13665,755.85,0,0,07/07/2016
8966,785,912.5,0.1,0,07/07/2016
8967,13611,592.68,0,0,07/07/2016
8968,10603,697.17,0.2,0,07/07/2016
8969,870,631.85,0,0,07/07/2016
8970,609,627.3,0.1,0,07/07/2016
8971,951,686,0,0,07/07/2016
8972,7177,755.81,0.2,0,07/07/2016
8973,2574,875.98,0,0,07/07/2016
8974,9699,729.06,0,0,07/07/2016
8975,1785,698.35,0.27,0,07/07/2016
8976,4114,621.6,0,0,07/07/2016
8977,11361,1123.53,0,0,07/07/2016
8978,2590,486.17,0.5,0,07/07/2016
8979,4293,810.5,0,0,07/07/2016
8980,5480,750.76,0,0,07/07/2016
8981,6320,1000.26,0,0,07/07/2016
8982,3311,758,0,0,07/07/2016
8983,9265,700.37,0.002,0,07/07/2016
8984,9,674.38,0.1,0,07/07/2016
8985,1158,1021.58,0.15,0,07/07/2016
8986,11604,773.05,0,0,07/07/2016
8987,4186,969.13,0,0,07/07/2016
8988,1851,580.33,0,0,07/07/2016
8989,11466,751.24,0,0,07/07/2016
8990,7357,835.06,0,0,07/07/2016
8991,4033,984.48,0,0,07/07/2016
8992,7367,900.96,0.4,0,07/07/2016
8993,2123,701.95,0,0,07/07/2016
8994,9957,719.2,0.002,0,07/07/2016
8995,11900,742.02,0.15,0,07/07/2016
8996,3012,776.74,0.15,0,07/07/2016
8997,6477,651.79,0.1,0,07/07/2016
8998,4838,824.89,0,0,07/07/2016
8999,12415,638.39,0.6,0,07/07/2016
9000,2152,1076.14,0,0,07/07/2016
9001,899,579.55,0,0,07/07/2016
9002,4337,777.33,0,0,07/07/2016
9003,8302,549.85,0.27,0,07/07/2016
9004,7003,764.09,0.17,0,07/07/2016
9005,5120,879.51,0.202,0,07/07/2016
9006,8103,671.88,0.45,0,07/07/2016
9007,328,887.91,0,0,07/07/2016
9008,11225,699.8,0,0,07/07/2016
9009,9628,850.87,0.1,0,07/07/2016
9010,10928,946.74,0.1,0,07/07/2016
9011,12610,549.72,0,0,07/07/2016
9012,12549,755.03,0,0,07/07/2016
9013,12530,828.63,0,0,07/07/2016
9014,12723,323.95,0,0,07/07/2016
9015,15070,683.29,0.4,0,07/07/2016
9016,15086,557.23,0.1,0,07/07/2016
9017,15068,683.02,0.2,0,07/07/2016
9018,15026,840.2,0.2,0,07/07/2016
9019,15024,970.75,0.15,0,07/07/2016
9020,12838,929.79,0,0,07/07/2016
9021,12855,692.13,0,0,07/07/2016
9022,15003,878.83,0,0,07/07/2016
9023,14591,572.78,0,0,07/07/2016
9024,14348,840.06,0.32,0,07/07/2016
9025,4943,765.99,0.2,0,07/07/2016
9026,1900,627.91,0,0,07/07/2016
9027,5670,884.14,0,0,07/07/2016
9028,1464,776.99,0,0,07/07/2016
9029,5292,567.36,0,0,07/07/2016
9030,14768,870.71,0.3,0,07/07/2016
9031,10327,1177.7,0,0,07/07/2016
9032,10070,950.5,0.4,0,07/07/2016
9033,8760,817.61,0,0,07/07/2016
9034,3975,658.86,0,0,07/07/2016
9035,2907,764.33,0,0,07/07/2016
9036,509,1005.38,0.57,0,07/07/2016
9037,882,968.28,0,0,07/07/2016
9038,13832,800.96,0,0,07/07/2016
9039,10099,564.17,0,0,07/07/2016
9040,1146,752.39,0,0,07/07/2016
9041,12005,771.59,0.15,0,07/07/2016
9042,1461,1069.32,0.1,0,07/07/2016
9043,11674,836.5,0.45,0,07/07/2016
9044,11597,934.82,0.1,0,07/07/2016
9045,1928,760.75,0.1,0,07/07/2016
9046,6388,665.07,0,0,07/07/2016
9047,9918,704.72,0,0,07/07/2016
9048,6517,1058.32,0.3,0,07/07/2016
9049,8398,883.45,0,0,07/07/2016
9050,8360,626.75,0,0,07/07/2016
9051,3125,635.28,0.2,0,07/07/2016
9052,4899,574.3,0,0,07/07/2016
9053,5326,813.06,0,0,07/07/2016
9054,494,911.98,0.6,0,07/07/2016
9055,928,880.15,0.2,0,07/07/2016
9056,4960,931.86,0,0,07/07/2016
9057,7762,809.69,0.2,0,07/07/2016
9058,10316,786.46,0,0,07/07/2016
9059,4306,801.48,0,0,07/07/2016
9060,4161,748.04,0,0,07/07/2016
9061,6034,670.5,0,0,07/07/2016
9062,9247,548.96,0.1,0,07/07/2016
9063,960,569.94,0,0,07/07/2016
9064,9989,731.05,0.1,0,07/07/2016
9065,10165,1035.94,0,0,07/07/2016
9066,8245,799.66,0.1,0,07/07/2016
9067,7465,843.85,0.3,0,07/07/2016
9068,1107,928.7,0,0,07/07/2016
9069,2284,856.5,0,0,07/07/2016
9070,636,767.79,0.6,0,07/07/2016
9071,5584,996.66,0,0,07/07/2016
9072,3340,795.46,0,0,07/07/2016
9073,1576,678.47,0.4,0,07/07/2016
9074,9640,861.31,0.47,0,07/07/2016
9075,9663,819.68,0,0,07/07/2016
9076,9867,766.53,0.2,0,07/07/2016
9077,9220,834.13,0.1,0,07/07/2016
9078,3921,618.91,0,0,07/07/2016
9079,1564,942.95,0,0,07/07/2016
9080,7231,1002.71,0.1,0,07/07/2016
9081,9008,834.85,0.1,0,07/07/2016
9082,5158,868.06,0,0,07/07/2016
9083,2465,684.37,0.17,0,07/07/2016
9084,3138,691.12,0.1,0,07/07/2016
9085,777,801.12,0.27,0,07/07/2016
9086,2947,825.89,0,0,07/07/2016
9087,4839,606.3,0,0,07/07/2016
9088,1443,1046.44,0,0,07/07/2016
9089,1449,550.83,0,0,07/07/2016
9090,3914,670.35,0,0,07/07/2016
9091,134,800.93,0,0,07/07/2016
9092,4896,881.87,0.1,0,07/07/2016
9093,3444,772.83,0.6,0,07/07/2016
9094,6005,730.49,0,0,07/07/2016
9095,12332,844.57,0.1,0,07/07/2016
9096,6049,737.62,0,0,07/07/2016
9097,12286,643.98,0,0,07/07/2016
9098,4552,587.1,0.4,0,07/07/2016
9099,4215,681.31,0.2,0,07/07/2016
9100,8115,857.96,0,0,07/07/2016
9101,8853,792.56,0,0,07/07/2016
9102,8196,938.51,0,0,07/07/2016
9103,11686,865.67,0,0,07/07/2016
9104,8712,1087.35,0,0,07/07/2016
9105,8470,669.97,0.2,0,07/07/2016
9106,9608,635.28,0,0,07/07/2016
9107,11760,608.51,0.1,0,07/07/2016
9108,1996,937.63,0,0,07/07/2016
9109,8703,904.92,0,0,07/07/2016
9110,11078,788.73,0.2,0,07/07/2016
9111,7766,939.97,0.2,0,07/07/2016
9112,2717,895.91,0,0,07/07/2016
9113,9324,690.85,0,0,07/07/2016
9114,8188,888.32,0,0,07/07/2016
9115,3938,549.95,0.4,0,07/07/2016
9116,11700,1046.68,0.4,0,07/07/2016
9117,8148,869.29,0.1,0,07/07/2016
9118,4308,927.71,0,0,07/07/2016
9119,2553,1102.5,0,0,07/07/2016
9120,12416,1031.06,0.2,0,07/07/2016
9121,1733,769.77,0,0,07/07/2016
9122,245,658.94,0,0,07/07/2016
9123,7457,660.55,0,0,07/07/2016
9124,2861,664.49,0,0,07/07/2016
9125,6168,701.3,0.47,0,07/07/2016
9126,3980,963.07,0,0,07/07/2016
9127,8488,993.23,0,0,07/07/2016
9128,2278,974.28,0,0,07/07/2016
9129,10823,731.11,0.5,0,07/07/2016
9130,11928,862.33,0.1,0,07/07/2016
9131,6248,708.64,0,0,07/07/2016
9132,4789,612.54,0,0,07/07/2016
9133,9253,840.81,0,0,07/07/2016
9134,10961,680.57,0.5,0,07/07/2016
9135,188,790.51,0.5,0,07/07/2016
9136,11741,979.89,0,0,07/07/2016
9137,3971,972.95,0,0,07/07/2016
9138,2141,676.98,0.1,0,07/07/2016
9139,12280,581.22,0.5,0,07/07/2016
9140,4742,1166.71,0.7,0,07/07/2016
9141,3559,924.17,0.27,0,07/07/2016
9142,638,996.35,0,0,07/07/2016
9143,2110,1097.89,0,0,07/07/2016
9144,11731,548.8,0.1,0,07/07/2016
9145,5977,981.26,0,0,07/07/2016
9146,9459,904.53,0,0,07/07/2016
9147,4187,835.05,0,0,07/07/2016
9148,1015,786.93,0.2,0,07/07/2016
9149,9252,1185.36,0,0,07/07/2016
9150,2975,534.15,0,0,07/07/2016
9151,4452,700.94,0,0,07/07/2016
9152,6652,662.82,0,0,07/07/2016
9153,3365,860.15,0.15,0,07/07/2016
9154,3369,709.59,0.47,0,07/07/2016
9155,895,843.85,0,0,07/07/2016
9156,7390,948.47,0.002,0,07/07/2016
9157,2149,750.79,0,0,07/07/2016
9158,6075,571.3,0.5,0,07/07/2016
9159,5481,942.5,0,0,07/07/2016
9160,10731,560.7,0,0,07/07/2016
9161,11654,701.89,0.6,0,07/07/2016
9162,6397,1074.9,0.1,0,07/07/2016
9163,6906,892.85,0.15,0,07/07/2016
9164,6600,848.04,0.25,0,07/07/2016
9165,11073,749.44,0,0,07/07/2016
9166,1191,754.59,0,0,07/07/2016
9167,8102,821.37,0.1,0,07/07/2016
9168,7051,916.95,0.15,0,07/07/2016
9169,4044,898.26,0.1,0,07/07/2016
9170,235,593.12,0.2,0,07/07/2016
9171,703,752.36,0,0,07/07/2016
9172,5289,757.73,0,0,07/07/2016
9173,3916,635.78,0,0,07/07/2016
9174,9600,676.79,0.2,0,07/07/2016
9175,9107,827.01,0.7,0,07/07/2016
9176,5979,606.43,0,0,07/07/2016
9177,3934,557.07,0.1,0,07/07/2016
9178,9426,942.08,0.6,0,07/07/2016
9179,2513,742.57,0.25,0,07/07/2016
9180,10632,952.99,0.1,0,07/07/2016
9181,9154,761.44,0.1,0,07/07/2016
9182,9897,861.32,0.002,0,07/07/2016
9183,11198,731.61,0,0,07/07/2016
9184,1753,837.24,0.1,0,07/07/2016
9185,2790,679.04,0,0,07/07/2016
9186,1756,1044.65,0.2,0,07/07/2016
9187,10042,713.9,0,0,07/07/2016
9188,9698,734.43,0.1,0,07/07/2016
9189,1448,742.69,0.15,0,07/07/2016
9190,9072,924.04,0.3,0,07/07/2016
9191,2569,776.62,0,0,07/07/2016
9192,5038,990.59,0.07,0,07/07/2016
9193,2683,870.61,0.6,0,07/07/2016
9194,197,747.02,0,0,07/07/2016
9195,7200,699.01,0.2,0,07/07/2016
9196,12018,932.84,0,0,07/07/2016
9197,12240,573.69,0,0,07/07/2016
9198,10311,901.33,0,0,07/07/2016
9199,8203,902.07,0,0,07/07/2016
9200,3948,686.59,0,0,07/07/2016
9201,10969,860.28,0,0,07/07/2016
9202,10461,859.83,0.5,0,07/07/2016
9203,11344,773.65,0.35,0,07/07/2016
9204,10852,808.93,0,0,07/07/2016
9205,2095,890.69,0,0,07/07/2016
9206,6145,765.32,0.2,0,07/07/2016
9207,7101,657.97,0,0,07/07/2016
9208,10053,816.77,0,0,07/07/2016
9209,1234,988.62,0,0,07/07/2016
9210,6900,733.55,0.3,0,07/07/2016
9211,7614,682.75,0.202,0,07/07/2016
9212,9177,1009.31,0,0,07/07/2016
9213,346,764.79,0,0,07/07/2016
9214,10240,643.52,0.1,0,07/07/2016
9215,3767,554.38,0,0,07/07/2016
9216,3230,823.05,0.1,0,07/07/2016
9217,9531,640.25,0,0,07/07/2016
9218,5361,689.76,0.1,0,07/07/2016
9219,4565,813.69,0,0,07/07/2016
9220,3047,821.69,0.1,0,07/07/2016
9221,12319,664.68,0,0,07/07/2016
9222,1326,1054.58,0,0,07/07/2016
9223,4528,1042.81,0,0,07/07/2016
9224,6706,929.46,0,0,07/07/2016
9225,4350,673.08,0.1,0,07/07/2016
9226,5971,713.62,0,0,07/07/2016
9227,9285,704.72,0,0,07/07/2016
9228,7757,794.74,0.6,0,07/07/2016
9229,9604,829.78,0,0,07/07/2016
9230,2402,953.19,0.8,0,07/07/2016
9231,1117,585.55,0.002,0,07/07/2016
9232,6165,633.97,0,0,07/07/2016
9233,1916,820.54,0,0,07/07/2016
9234,2796,750.39,0,0,07/07/2016
9235,39,672.37,0.5,0,07/07/2016
9236,5533,685.43,0,0,07/07/2016
9237,11129,662.29,0,0,07/07/2016
9238,8845,725.53,0,0,07/07/2016
9239,9304,878.69,0.002,0,07/07/2016
9240,3677,898.5,0,0,07/07/2016
9241,10517,893.27,0,0,07/07/2016
9242,10548,533.3,0,0,07/07/2016
9243,7270,518.49,0,0,07/07/2016
9244,4622,794.89,0.5,0,07/07/2016
9245,1748,711.53,0.2,0,07/07/2016
9246,4775,1010.55,0,0,07/07/2016
9247,7948,845.12,0.1,0,07/07/2016
9248,1627,714.65,0,0,07/07/2016
9249,1243,704.64,0,0,07/07/2016
9250,7635,690.69,0.4,0,07/07/2016
9251,3142,704.75,0.15,0,07/07/2016
9252,8024,873.04,0.1,0,07/07/2016
9253,5023,862.83,0.002,0,07/07/2016
9254,9581,534.35,0.35,0,07/07/2016
9255,9294,666.23,0.1,0,07/07/2016
9256,3797,780.66,0.27,0,07/07/2016
9257,11999,700.32,0,0,07/07/2016
9258,3715,388.17,0,0,07/07/2016
9259,2922,637.24,0,0,07/07/2016
9260,967,868.51,0,0,07/07/2016
9261,8481,956.49,0,0,07/07/2016
9262,8205,613.67,0,0,07/07/2016
9263,11380,556.77,0.6,0,07/07/2016
9264,12052,719.97,0,0,07/07/2016
9265,3915,722.55,0,0,07/07/2016
9266,8051,755.85,0.2,0,07/07/2016
9267,3249,912.5,0,0,07/07/2016
9268,7894,592.68,0,0,07/07/2016
9269,9197,697.17,0,0,07/07/2016
9270,5855,631.85,0,0,07/07/2016
9271,4611,627.3,0.1,0,07/07/2016
9272,1657,686,0.5,0,07/07/2016
9273,9202,755.81,0,0,07/07/2016
9274,9368,875.98,0,0,07/07/2016
9275,712,729.06,0,0,07/07/2016
9276,12279,698.35,0,0,07/07/2016
9277,8520,621.6,0.6,0,07/07/2016
9278,3373,1123.53,0.1,0,07/07/2016
9279,8587,486.17,0,0,07/07/2016
9280,288,810.5,0.402,0,07/07/2016
9281,8004,750.76,0,0,07/07/2016
9282,1507,1000.26,0,0,07/07/2016
9283,228,758,0.1,0,07/07/2016
9284,10753,700.37,0.2,0,07/07/2016
9285,2368,674.38,0,0,07/07/2016
9286,9484,1021.58,0,0,07/07/2016
9287,7005,773.05,0.4,0,07/07/2016
9288,9164,969.13,0,0,07/07/2016
9289,10500,580.33,0.4,0,07/07/2016
9290,3814,751.24,0,0,07/07/2016
9291,4346,835.06,0,0,07/07/2016
9292,2233,984.48,0,0,07/07/2016
9293,7045,900.96,0,0,07/07/2016
9294,7330,701.95,0,0,07/07/2016
9295,2136,719.2,0,0,07/07/2016
9296,12333,742.02,0.4,0,07/07/2016
9297,2062,776.74,0,0,07/07/2016
9298,2518,651.79,0,0,07/07/2016
9299,7007,824.89,0,0,07/07/2016
9300,11743,638.39,0,0,07/07/2016
9301,5001,1076.14,0,0,07/07/2016
9302,6162,579.55,0.4,0,07/07/2016
9303,4045,777.33,0.1,0,07/07/2016
9304,11197,549.85,0.1,0,07/07/2016
9305,10610,764.09,0.2,0,07/07/2016
9306,10046,879.51,0.1,0,07/07/2016
9307,13443,671.88,0,0,07/07/2016
9308,3636,887.91,0,0,07/07/2016
9309,1001,699.8,0,0,07/07/2016
9310,5082,850.87,0.15,0,07/07/2016
9311,934,946.74,0.1,0,07/07/2016
9312,10735,549.72,0,0,07/07/2016
9313,6346,755.03,0.2,0,07/07/2016
9314,12128,828.63,0.45,0,07/07/2016
9315,14745,323.95,0.1,0,07/07/2016
9316,11507,683.29,0.2,0,07/07/2016
9317,11365,557.23,0.1,0,07/07/2016
9318,2860,683.02,0.4,0,07/07/2016
9319,614,840.2,0.1,0,07/07/2016
9320,3433,970.75,0,0,07/07/2016
9321,8502,929.79,0,0,07/07/2016
9322,9210,692.13,0.17,0,07/07/2016
9323,13575,878.83,0.1,0,07/07/2016
9324,4744,572.78,0.1,0,07/07/2016
9325,6735,742.57,0.45,0,07/07/2016
9326,6524,952.99,0.2,0,07/07/2016
